Feature_Name,Diameter,Center_Latitude,Center_Longitude,Northern_Latitude,Southern_Latitude,Eastern_Longitude,Western_Longitude,Feature_Type,Quad,Approval_Status,Origin
Ganges Chasma,574.08,-7.96,-47.89,-5.82,-10.74,-43,-52.77,"Chasma, chasmata",mc18,Approved,Classical albedo feature name.
Ganges Mensa,135.9,-7.23,-48.75,-6.57,-7.82,-47.44,-50.01,"Mensa, mensae",mc18,Approved,Classical albedo feature name.
Gardo,15.53,-26.67,-24.77,-26.53,-26.79,-24.63,-24.92,"Crater, craters",mc19,Approved,Town in Somalia.
Gari,9.43,-35.88,-71.23,-35.79,-35.95,-71.12,-71.32,"Crater, craters",mc25,Approved,Town in Russia.
Garm,4.8,48.25,-9.06,48.29,48.21,-9,-9.12,"Crater, craters",mc04,Approved,Town in Tadzhikistan.
Garni,2.57,-11.52,-69.69,-11.5,-11.54,-69.67,-69.71,"Crater, craters",mc18,Approved,Village in Armenia.
Garu,32,-6.39,141.28,-6.12,-6.65,141.56,140.99,"Crater, craters",mc23,Approved,Town in Ghana.
Gasa,7.03,-35.72,129.4,-35.66,-35.78,129.47,129.33,"Crater, craters",mc29,Approved,Town in Bhutan.
Gastre,7.1,24.61,112.53,24.67,24.55,112.59,112.46,"Crater, craters",mc14,Approved,Town in Argentina.
Gediz Vallis,8.3,-4.85,137.44,-4.77,-4.91,137.48,137.38,"Vallis, valles",mc23,Approved,River in Turkey.
Gehon,0,14.83,0,14.83,14.83,0,0,Albedo Feature,mc11,Approved,Biblical second River of Paradise; bordering Eden.
Gemina Lingula,772.89,81.87,2.59,85.03,78.54,49.6,-44.8,"Lingula, lingulae",mc01,Approved,Classical albedo feature name.
Gemini Scopuli,1000.36,80.39,26.1,84.36,78.48,110.86,-44.62,"Scopulus, scopuli",mc01,Approved,Classical albedo feature name.
Geryon Montes,377.83,-7.72,-81.62,-7.17,-8.5,-78.5,-84.81,"Mons, montes",mc18,Approved,Classical albedo feature.
Gigas Fossae,190,3.55,-129.56,4.86,2.33,-128.46,-130.43,"Fossa, fossae",mc09,Approved,Albedo feature name.
Gigas Sulci,418.56,10.02,-127.73,13.1,6.56,-125.6,-129.88,"Sulcus, sulci",mc09,Approved,Classical albedo feature name.
Gilbert,121.34,-68,86.08,-66.98,-69.02,88.82,83.35,"Crater, craters",mc30,Approved,Grove K.; American geologist (1843-1918).
Gill,83.17,15.76,5.55,16.46,15.06,6.28,4.82,"Crater, craters",mc12,Approved,David; British astronomer (1843-1914).
Glazov,22.02,-20.62,-26.59,-20.43,-20.8,-26.39,-26.79,"Crater, craters",mc19,Approved,Town in Russia.
Gledhill,78.47,-53.17,87.1,-52.51,-53.84,88.21,86,"Crater, craters",mc28,Approved,Joseph; British astronomer (1836-1906).
Glendore,8.23,18.34,-51.67,18.41,18.27,-51.59,-51.74,"Crater, craters",mc10,Approved,Town in Ireland.
Glide,9.85,-8.13,-43.18,-8.05,-8.21,-43.1,-43.26,"Crater, craters",mc19,Approved,"Town in Oregon, USA."
Globe,50.74,-23.68,-27.35,-23.26,-24.11,-26.88,-27.81,"Crater, craters",mc19,Approved,"Town in Arizona, USA."
Goba,10.9,-23.22,-21.01,-23.13,-23.31,-20.91,-21.11,"Crater, craters",mc19,Approved,Town in Ethiopia.
Goff,7.95,23.26,104.86,23.33,23.19,104.93,104.78,"Crater, craters",mc14,Approved,Town in Somalia.
Gokwe,2.16,-27.14,78.12,-27.12,-27.15,78.14,78.1,"Crater, craters",mc21,Approved,Town in Zimbabwe.
Gol,9.53,47.15,-10.64,47.24,47.08,-10.52,-10.76,"Crater, craters",mc04,Approved,Town in Norway.
Gold,8.91,20.03,-31.24,20.1,19.95,-31.16,-31.32,"Crater, craters",mc11,Approved,"Town in Pennsylvania, USA."
Golden,19.59,-22.01,-33.49,-21.84,-22.17,-33.31,-33.66,"Crater, craters",mc19,Approved,"Town in Illinois, USA."
Goldstone,1.03,47.77,134.58,47.78,47.76,134.59,134.57,"Crater, craters",mc07,Approved,American tracking site.
Gonnus Mons,49.38,41.21,-90.88,41.68,40.89,-90.53,-91.29,"Mons, montes",mc03,Approved,Classical town.
Gordii Dorsum,481.56,4.11,-144.14,7.63,0.69,-142.18,-146.25,"Dorsum, dorsa",mc08,Approved,Classical albedo feature name.
Gordii Fossae,369,14.83,-127.6,18.27,12.2,-126.56,-131,"Fossa, fossae",mc09,Approved,From classical albedo feature name.
Gorgonum Chaos,150.71,-37.26,-170.9,-35.99,-38.53,-169.55,-172.16,"Chaos, chaoses",mc24,Approved,"From albedo feature at 24S, 154W."
Gorgonum Mons,70,-35.34,-169.69,-34.93,-35.85,-169.1,-170.51,"Mons, montes",mc24,Approved,"Classical albedo feature name of Greek origin, Gorgonum Sinus."
Gori,6.43,-22.95,-28.83,-22.89,-23,-28.77,-28.89,"Crater, craters",mc19,Approved,town in the Republic of Georgia.
Graff,154.49,-21.18,153.81,-19.88,-22.48,155.21,152.42,"Crater, craters",mc23,Approved,Kasimir; German astronomer (1878-1950).
Granicus Valles,777.78,30.58,129.97,34.86,25.8,136.27,122.98,"Vallis, valles",mc07,Approved,Ancient name for river in Turkey.
Gratteri,7.56,-17.71,-160.06,-17.64,-17.77,-159.99,-160.12,"Crater, craters",mc16,Approved,"Town on the island of Sicily, Italy."
Greeley,457.45,-36.79,3.92,-32.92,-40.67,8.04,-0.2,"Crater, craters",mc27,Approved,Ronald; American geologist (1939-2011).
Green,182.07,-52.3,-8.54,-50.77,-53.84,-6.02,-11.05,"Crater, craters",mc26,Approved,Nathan E.; British astronomer (1823-1899).
Greg,68.12,-38.59,112.89,-38.02,-39.17,113.63,112.16,"Crater, craters",mc28,Approved,Percy; English writer (1836-1889).  
Grindavik,11.71,25.4,-38.99,25.5,25.3,-38.88,-39.1,"Crater, craters",mc11,Approved,Town in Iceland.
Gringauz,71.02,-20.67,-35.7,-20.07,-21.28,-35.09,-36.31,"Crater, craters",mc19,Approved,Konstantin Iosifovich; Russian cosmophysicist (1918–1993).
Grjótá Valles,343.77,15.38,166.38,16.17,12.86,168.54,163.55,"Vallis, valles",mc15,Approved,River in Iceland.
Grójec,37.31,-21.47,-30.84,-21.16,-21.79,-30.5,-31.18,"Crater, craters",mc19,Approved,Town in Poland.
Groves,10.27,-4.06,-44.55,-3.98,-4.15,-44.46,-44.64,"Crater, craters",mc19,Approved,"Town in Texas, USA."
Guaymas,20.12,25.66,-45.03,25.83,25.49,-44.84,-45.22,"Crater, craters",mc10,Approved,Town in Mexico.
Guir,18.2,-21.54,-20.5,-21.38,-21.69,-20.33,-20.66,"Crater, craters",mc19,Approved,Town in Mali.
Gulch,8.32,15.85,109.02,15.92,15.78,109.1,108.95,"Crater, craters",mc14,Approved,Town in Ethiopia.
Gunjur,26.85,-0.17,146.66,0.06,-0.4,146.89,146.44,"Crater, craters",mc23,Approved,Town in the Republic of Gambia.
Gunnison,39.57,-43.67,102.92,-43.34,-44,103.38,102.46,"Crater, craters",mc28,Approved,"Town in Colorado, USA."
Gusev,158.12,-14.53,175.52,-13.2,-15.86,176.91,174.15,"Crater, craters",mc23,Approved,Matvei M.; Russian astronomer (1826-1866).
Gwash,4.75,38.96,-3.16,39,38.92,-3.11,-3.21,"Crater, craters",mc04,Approved,Town in Pakistan.
Hadley,115.46,-19.26,156.97,-18.29,-20.24,158.01,155.94,"Crater, craters",mc23,Approved,George; British meteorologist (1685-1768).
Hadriaca Patera,66.04,-30.2,92.79,-29.63,-30.74,93.44,92.15,"Patera, paterae",mc28,Approved,Classical albedo feature name.
Hadriacus Cavi,59.09,-27.25,78.05,-27.02,-27.5,78.6,77.47,"Cavus, cavi",mc21,Approved,Classical albedo feature name.
Hadriacus Mons,450,-31.29,91.86,-28.12,-35.09,95.22,88.7,"Mons, montes",mc28,Approved,Classical albedo feature name.
Hadriacus Palus,176.33,-27.25,77.3,-26.39,-28.12,79,75.64,"Palus, paludes",mc21,Approved,Classical albedo feature name.
Halba,31.41,-26.01,-56.14,-25.75,-26.27,-55.84,-56.43,"Crater, craters",mc18,Approved,Town in Lebanon.
Haldane,76.75,-52.75,129.26,-52.1,-53.39,130.33,128.19,"Crater, craters",mc29,Approved,John B.; British physiologist-geneticist (1892-1964).
Hale,137.31,-35.69,-36.36,-34.53,-36.85,-34.94,-37.79,"Crater, craters",mc26,Approved,George E.; American astronomer (1868-1938).
Halex Fossae,147.25,27.35,-126.04,28.62,26.15,-125.46,-127.03,"Fossa, fossae",mc09,Approved,"From albedo feature at 40N, 110W."
Halley,83.72,-48.34,-59.27,-47.64,-49.05,-58.2,-60.32,"Crater, craters",mc26,Approved,Edmund; British astronomer (1656-1742).
Ham,1.59,-44.67,-32.5,-44.66,-44.69,-32.48,-32.51,"Crater, craters",mc26,Approved,Town in France.
Hamaguir,0.82,48.68,132.51,48.69,48.67,132.52,132.5,"Crater, craters",mc07,Approved,Algerian launch site.
Hamelin,9.74,20.25,-32.75,20.34,20.17,-32.66,-32.84,"Crater, craters",mc11,Approved,Old German town referred to in the Pied Piper fairy tale.
Handlová,4.39,37.69,-88.59,37.72,37.65,-88.54,-88.63,"Crater, craters",mc03,Approved,Town in Slovakia.
Harad̦,8.06,-27.46,-28.01,-27.38,-27.52,-27.93,-28.08,"Crater, craters",mc19,Approved,Town in Saudi Arabia.
Hargraves,60.28,20.74,75.74,21.25,20.23,76.29,75.2,"Crater, craters",mc13,Approved,Robert B.; American geoscientist (1928-2003).
Harmakhis Vallis,526.66,-40.98,90.06,-38.66,-43.05,94.34,85.49,"Vallis, valles",mc28,Approved,"Ancient Egyptian word for ""Mars."""
Harris,81.56,-21.9,66.81,-21.22,-22.59,67.55,66.07,"Crater, craters",mc21,Approved,Daniel Lester III; American astronomer (1919-1962).
Hartwell,1.7,18.53,77.72,18.54,18.51,77.73,77.7,"Crater, craters",mc13,Approved,"Town in Georgia, USA."
Hartwig,99.33,-38.66,-15.86,-37.82,-39.5,-14.78,-16.93,"Crater, craters",mc26,Approved,Ernst; German astronomer (1851-1923).
Hashir,16.15,3.19,85.01,3.33,3.06,85.15,84.88,"Crater, craters",mc13,Approved,Town in Turkey.
Havel Vallis,240.19,0.77,-57.46,2.04,0.02,-56.21,-59.19,"Vallis, valles",mc10,Approved,River in Germany.
Heaviside,83.28,-70.5,-95.22,-69.8,-71.21,-93.1,-97.31,"Crater, craters",mc30,Approved,Oliver; British physicist (1850-1925).
Hebes Chasma,316.74,-1.07,-76.06,0.15,-2.17,-73.3,-78.61,"Chasma, chasmata",mc18,Approved,Classical albedo feature name.
Hebes Mensa,112.46,-1.02,-76.78,-0.65,-1.41,-75.73,-77.76,"Mensa, mensae",mc18,Approved,Classical albedo feature; name of goddess of youth.
Hebrus Valles,325,19.88,126.74,22.34,17.41,128.21,125.18,"Vallis, valles",mc14,Approved,Ancient river in Greece.
Hecates Tholus,181.57,32.12,150.24,33.65,30.59,151.89,148.54,"Tholus, tholi",mc07,Approved,Classcial albedo feature name.
Hegemone Dorsum,143.63,-54.72,-44.9,-53.52,-55.85,-44.71,-45.59,"Dorsum, dorsa",mc26,Approved,One of the Graces.
Heimdal,10.49,68.33,-124.56,68.42,68.24,-124.31,-124.79,"Crater, craters",mc01,Approved,Town in Norway.
Heinlein,85.34,-64.48,116.31,-63.76,-65.2,117.98,114.64,"Crater, craters",mc28,Approved,Robert A.; American author (1907-1988).
Hellas,0,-39.67,70,-39.67,-39.67,70,70,Albedo Feature,mc28,Approved,Greece.
Hellas Chaos,590.62,-47.12,64.41,-45.19,-50.18,71.38,56.97,"Chaos, chaoses",mc28,Approved,Named for albedo feature Hellas.
Hellas Chasma,148,-34.64,65.47,-34.09,-35.01,66.91,63.95,"Chasma, chasmata",mc28,Approved,Classical albedo feature name.
Hellas Montes,159.65,-37.63,97.61,-36.57,-38.81,99.07,95.76,"Mons, montes",mc28,Approved,Albedo feature Hellas.
Hellas Planitia,2299.16,-42.43,70.5,-27.86,-55.42,96.12,45.58,"Planitia, planitiae",mc28,Approved,Classical albedo feature name.
Hellespontus,0,-49.67,35,-49.67,-49.67,35,35,Albedo Feature,mc27,Approved,The Dardanelles.
Hellespontus Montes,711.46,-44.37,42.76,-38.56,-50.5,44.72,40.96,"Mons, montes",mc27,Approved,Classical albedo feature name.
Helmholtz,111.26,-45.4,-21.27,-44.46,-46.34,-19.93,-22.6,"Crater, craters",mc26,Approved,Hermann von; German physicist (1821-1894).
Henbury,25.36,-63.49,-147.73,-63.28,-63.71,-147.25,-148.21,"Crater, craters",mc24,Approved,Town in Australia.
Henry,167.57,10.79,23.45,12.2,9.38,24.89,22.01,"Crater, craters",mc12,Approved,Paul; French astronomer (1848-1905). Prosper; French astronomer (1849-1903).
Henry Moore,65.47,-59.72,53.9,-59.18,-60.28,54.99,52.8,"Crater, craters",mc27,Approved,Henry J.; American astrogeologist (1928-1998).
Hephaestus Fossae,633.32,20.84,122.85,24.26,17.28,127.1,118.29,"Fossa, fossae",mc14,Approved,Classical albedo feature name.
Hephaestus Rupēs,1707.44,23.54,114.9,36.49,9.98,131.95,100.21,"Rupes, rupēs",mc14,Approved,"Named for classical albedo feature at 20N, 240W."
Hera Patera,32,18.45,-133.77,18.61,18.22,-133.52,-133.78,"Patera, paterae",mc09,Approved,"Greek goddess of women and marriage, one of the Olympians, wife of Zeus."
Herculaneum,34.71,19.31,-58.65,19.6,19.01,-58.34,-58.96,"Crater, craters",mc10,Approved,Town in Italy.
Her Desher Vallis,117.29,-25.08,-47.93,-24.59,-25.72,-47.22,-48.74,"Vallis, valles",mc18,Approved,Egyptian name for Mars.
Hermes Patera,37,18.33,-133.43,18.61,18.06,-133.08,-133.75,"Patera, paterae",mc09,Approved,"Greek god of trade, travelers, sports, the messenger of the gods, one of the Olympian gods, son of Zeus."
Hermus Vallis,53.32,-5.32,-147.81,-4.9,-5.73,-147.75,-147.82,"Vallis, valles",mc16,Approved,Classical name for river in ancient Lydia (modern Turkey).
Herschel,297.92,-14.48,129.89,-11.97,-16.99,132.49,127.3,"Crater, craters",mc22,Approved,John F.; British astronomer (1792-1871); William H.; British astronomer (1738-1822).
Hesperia,0,-19.78,120,-19.78,-19.78,120,120,Albedo Feature,mc22,Approved,"""The Occiden""; name for Italy (Greek); or Spain (Roman) or West area of Ethiopians where sun sank."
Hesperia Dorsa,818.25,-22.8,113.16,-17.64,-29.35,117.97,109.04,"Dorsum, dorsa",mc22,Approved,Albedo feature name.
Hesperia Planum,1601.73,-21.42,109.89,-7.99,-33.92,121.42,97.86,"Planum, plana",mc22,Approved,Classical albedo feature name.
Hesperus Tholus,135,-37.56,138.72,-36.59,-38.53,140.22,137.33,"Tholus, tholi",mc29,Approved,"Classical albedo feature, Hesperus."
Hibes Montes,140,3.79,171.34,4.72,2.81,172.35,170.54,"Mons, montes",mc15,Approved,"From albedo feature at 17N, 186W."
Hiddekel,0,14.83,15,14.83,14.83,15,15,Albedo Feature,mc12,Approved,"Tigris River, Babylonia; Biblical third River of Paradise."
Hiddekel Cavus,23.3,29.43,16.24,29.62,29.22,16.48,16.02,"Cavus, cavi",mc12,Approved,"Classical albedo feature name, Hiddekel."
Hiddekel Rupes,313,16.77,16.47,19.03,14.5,17.85,16.43,"Rupes, rupēs",mc12,Approved,"Classical albedo feature name, Hiddekel."
Himera Valles,175,-21.54,-22.66,-20.27,-22.61,-22,-23.55,"Vallis, valles",mc19,Approved,Ancient name for Italian river.
Hipparchus,94.81,-44.45,-151.2,-43.65,-45.25,-150.08,-152.32,"Crater, craters",mc24,Approved,Greek astronomer (c. 160-125 B.C.).
Hīt,7.09,47.06,138.35,47.12,47,138.44,138.26,"Crater, craters",mc07,Approved,Town in Iraq.
Holden,152.66,-26.04,-34.02,-24.75,-27.33,-32.58,-35.45,"Crater, craters",mc19,Approved,Edward S.; American astronomer (1846-1914).
Holmes,114.06,-74.86,66.55,-73.89,-75.82,70.24,62.87,"Crater, craters",mc30,Approved,Arthur; British geologist (1890-1965).
Honda,9.26,-22.4,-16.4,-22.32,-22.47,-16.31,-16.48,"Crater, craters",mc19,Approved,Town in Colombia.
Hooke,137.65,-44.92,-44.4,-43.76,-46.08,-42.75,-46.03,"Crater, craters",mc26,Approved,Robert; British physicist-astronomer (1635-1703).
Hope,7.26,44.84,-10.3,44.9,44.77,-10.2,-10.37,"Crater, craters",mc04,Approved,"Town in British Columbia, Canada."
Horarum Mons,20.5,-51.05,-36.56,-50.89,-51.22,-36.33,-36.77,"Mons, montes",mc26,Approved,Albedo name.
Horowitz,64.9,-32.06,140.75,-31.51,-32.61,141.4,140.11,"Crater, craters",mc29,Approved,Norman H.; American biologist and geneticist (1915-2005). 
Houston,1.98,48.23,135.95,48.24,48.21,135.97,135.92,"Crater, craters",mc07,Approved,American mission control site.
Hrad Vallis,974.4,38.17,135.91,42.3,33.87,141.96,128.85,"Vallis, valles",mc07,Approved,"Word for ""Mars"" in Armenian."
Hsūanch'eng,1.99,46.72,132.69,46.74,46.7,132.71,132.66,"Crater, craters",mc07,Approved,Chinese launch site.
Huallaga Vallis,92.5,-26.67,79.07,-26.24,-26.9,79.84,78.42,"Vallis, valles",mc21,Approved,River in Peru.
Huancayo,24.34,-3.64,-39.77,-3.43,-3.84,-39.56,-39.97,"Crater, craters",mc19,Approved,Town in Peru.
Huggins,82.64,-49.04,155.84,-48.34,-49.73,156.91,154.78,"Crater, craters",mc29,Approved,William; British astronomer (1824-1910).
Hunten,82.44,-39.18,23.69,-38.49,-39.86,24.59,22.79,"Crater, craters",mc27,Approved,Donald M.; American atmospheric physicist (1925-2010).
Huo Hsing Vallis,332.3,30.19,66.61,32.46,27.58,67.22,65.26,"Vallis, valles",mc06,Approved,"Word for ""Mars"" in Chinese."
Hussey,99.71,-53.32,-126.59,-52.49,-54.17,-125.18,-127.99,"Crater, craters",mc24,Approved,William J.; American astronomer (1862-1926).
Hutton,91.74,-71.63,104.6,-70.86,-72.41,107.06,102.15,"Crater, craters",mc30,Approved,James; British geologist (1726-1797).
Huxley,106.52,-62.67,100.77,-61.78,-63.57,102.73,98.81,"Crater, craters",mc28,Approved,Thomas H.; British biologist (1825-1895).
Huygens,467.25,-13.88,55.58,-9.94,-17.82,59.64,51.52,"Crater, craters",mc21,Approved,Christiaan; Dutch physicist-astronomer (1629-1695).
Hyblaeus Catena,10.49,21.6,140.62,21.6,21.6,140.71,140.52,"Catena, catenae",mc15,Approved,Albedo feature name.
Hyblaeus Chasma,56.61,21.98,141.26,22.5,21.58,141.62,140.72,"Chasma, chasmata",mc15,Approved,Albedo feature name.
Hyblaeus Dorsa,887.53,13.16,130.32,20.2,6.64,134.6,124.58,"Dorsum, dorsa",mc14,Approved,Named for albedo feature.
Hyblaeus Fossae,375,21.44,137.06,22.94,19.07,140.31,133.52,"Fossa, fossae",mc15,Approved,Albedo feature name.
Hydaspis Chaos,336.04,3.09,-26.93,4.48,1.56,-24.22,-29.85,"Chaos, chaoses",mc11,Approved,Classical albedo feature name.
Hydrae Cavus,64.5,-7.93,-61.31,-7.68,-8.16,-60.73,-61.81,"Cavus, cavi",mc18,Approved,Classical albedo feature name.
Hydrae Chaos,66,-5.9,-59.97,-5.6,-6.12,-59.51,-60.56,"Chaos, chaoses",mc18,Approved,Classical albedo feature name.
Hydrae Chasma,55.18,-6.75,-62.01,-6.31,-7.22,-61.53,-62.46,"Chasma, chasmata",mc18,Approved,Classical albedo feature name.
Hydraotes Chaos,419.04,1.12,-35.29,3.27,-1.26,-31.98,-39,"Chaos, chaoses",mc11,Approved,Classical albedo feature name.
Hydraotes Colles,47.5,-0.02,-33.68,0.29,-0.36,-33.47,-34.04,"Collis, colles",mc19,Approved,Classical albedo feature name.
Hypanis Valles,220,9.46,-46.42,11.27,8.35,-45.18,-48.28,"Vallis, valles",mc10,Approved,Classical name for river in Scythia; present Kuban River in Russia.
Hyperboreae Undae,463.65,79.96,-49.49,82.8,77.12,-43.98,-57.08,"Unda, undae",mc01,Approved,Classical albedo feature name.
Hyperborea Lingula,124.8,80.32,-53.54,81.33,79.24,-47.49,-59.81,"Lingula, lingulae",mc01,Approved,Classical albedo feature name.
Hyperborei Cavi,92.81,79.91,-49.7,80.62,79.22,-47.34,-52.63,"Cavus, cavi",mc01,Approved,Classical albedo feature name.
Hyperboreus Labyrinthus,111.97,80.28,-59.75,81.18,79.29,-57.59,-62.53,"Labyrinthus, labyrinthi",mc01,Approved,Classical albedo feature name.
Hyperboreus (Lacus),0,74.83,-60,74.83,74.83,-60,-60,Albedo Feature,mc01,Approved,Far northern lake.
Hypsas Vallis,36.47,33.63,57.99,33.79,33.61,58.29,57.79,"Vallis, valles",mc05,Approved,Classical name for river in Sicily.
Iamuna Chaos,21.72,-0.28,-40.61,-0.1,-0.47,-40.44,-40.76,"Chaos, chaoses",mc19,Approved,Classical albedo feature name.
Iamuna Dorsa,38.18,20.97,-50.4,21.28,20.67,-50.29,-50.44,"Dorsum, dorsa",mc10,Approved,From classical albedo feature Iamunae Sinus.
Iani Chaos,450.51,-2.19,-17.04,0.32,-5.28,-13.73,-21.27,"Chaos, chaoses",mc19,Approved,Classical albedo feature name.
Iapygia (Iapigia),0,-19.78,65,-19.78,-19.78,65,65,Albedo Feature,mc21,Approved,"Classically, Iapygia was all of Apulia, or just the Salentine Peninsula."
Iazu,6.83,-2.71,-5.18,-2.65,-2.76,-5.12,-5.23,"Crater, craters",mc19,Approved,Town in Romania.
Iberus Vallis,87.26,21.25,152.07,21.55,20.75,152.5,151.47,"Vallis, valles",mc15,Approved,Classical name for river present Ebro River in NE Spain.
Ibragimov,86.77,-25.43,-59.57,-24.7,-26.16,-58.75,-60.37,"Crater, craters",mc18,Approved,Nadir Baba Ogly; Soviet astronomer (1932-1977).
Icaria,0,-39.67,-130,-39.67,-39.67,-130,-130,Albedo Feature,mc24,Approved,Land where Icarus lived (Crete).
Icaria Fossae,2115.45,-48.09,-125.16,-33.6,-62.85,-105.41,-150.4,"Fossa, fossae",mc24,Approved,"From albedo feature at 44S, 130W."
Icaria Planum,566.59,-43.27,-106.04,-37.46,-48.04,-99.84,-111.61,"Planum, plana",mc25,Approved,Classical albedo feature name.
Icaria Rupes,159.81,-35.79,-139.68,-34.68,-36.89,-138.85,-140.46,"Rupes, rupēs",mc24,Approved,"Classical albedo feature name, Icaria."
Idaeus Fossae,202.01,37.33,-51.2,39.23,35.93,-49.16,-53.35,"Fossa, fossae",mc04,Approved,Classical albedo feature name.
Igal,8.83,-20.09,110.9,-20.02,-20.17,110.98,110.82,"Crater, craters",mc22,Approved,Town in Hungary. Name changed from Igol (incorrect spelling).
II Thyle I,0,-69.78,180,-69.78,-69.78,180,180,Albedo Feature,mc30,Approved,Named for Thule; may be middle Norway; used to indicate far northern lands.
Ikej,4.51,20.96,112.5,20.99,20.92,112.54,112.46,"Crater, craters",mc14,Approved,Town in Russia.
Imgr,3.42,19.12,111.18,19.15,19.1,111.21,111.15,"Crater, craters",mc14,Approved,Town in Russia.
Indus Vallis,342,18.95,38.88,20.41,18.59,41.77,36.58,"Vallis, valles",mc12,Approved,Ancient and modern name for river in Pakistan.
Innsbruck,59,-6.39,-39.96,-5.89,-6.89,-39.46,-40.46,"Crater, craters",mc19,Approved,Town in Austria.
Ins,2.78,24.49,108.9,24.51,24.46,108.93,108.87,"Crater, craters",mc14,Approved,Town in Switzerland.
Inta,16.12,-24.36,-25.1,-24.22,-24.49,-24.96,-25.25,"Crater, craters",mc19,Approved,Town in Russia.
Inuvik,20.52,78.59,-28.32,78.76,78.41,-27.44,-29.19,"Crater, craters",mc01,Approved,"Town in Northwest Territories, Canada."
Irbit,12.73,-24.34,-24.91,-24.23,-24.45,-24.79,-25.03,"Crater, craters",mc19,Approved,Town in Russia.
Irharen,6.48,34.49,140.82,34.55,34.44,140.89,140.76,"Crater, craters",mc07,Approved,Town in Algeria.
Isara Valles,5.36,-5.31,-146.42,-5.26,-5.38,-146.37,-146.49,"Vallis, valles",mc16,Approved,Classical name for modern Oise River in France.
Isidis Dorsa,1074.7,12.92,88.21,21.7,4.1,96.91,79.02,"Dorsum, dorsa",mc13,Approved,"Named for classical albedo feature at 25N, 270W."
Isidis Planitia,1224.58,13.94,88.38,22.59,3.2,98.91,77.62,"Planitia, planitiae",mc13,Approved,Classical albedo feature name.
